path,line,encoding,original_comment,english_comment
kbe/src/server/baseappmgr/baseappmgr.cpp,299,gb18030,// 比较并记录负载最小的进程最终被分配,
kbe/src/server/baseappmgr/baseappmgr.cpp,326,gb18030,// 此时肯定是在运行状态中，但有可能在等待创建space,
kbe/src/server/baseappmgr/baseappmgr.cpp,327,gb18030,"// 所以初始化进度没有完成, 在只有一个baseapp的情况下如果这",
kbe/src/server/baseappmgr/baseappmgr.cpp,328,gb18030,// 里不进行设置将是一个相互等待的状态,
kbe/src/server/baseappmgr/baseappmgr.cpp,372,gb18030,// 预先将实体数量增加,
kbe/src/server/baseappmgr/baseappmgr.cpp,386,gb18030,// 此时肯定是在运行状态中，但有可能在等待创建space,
kbe/src/server/baseappmgr/baseappmgr.cpp,387,gb18030,"// 所以初始化进度没有完成, 在只有一个baseapp的情况下如果这",
kbe/src/server/baseappmgr/baseappmgr.cpp,388,gb18030,// 里不进行设置将是一个相互等待的状态,
kbe/src/server/baseappmgr/baseappmgr.cpp,427,gb18030,// 预先将实体数量增加,
kbe/src/server/baseappmgr/baseappmgr.cpp,441,gb18030,// 此时肯定是在运行状态中，但有可能在等待创建space,
kbe/src/server/baseappmgr/baseappmgr.cpp,442,gb18030,"// 所以初始化进度没有完成, 在只有一个baseapp的情况下如果这",
kbe/src/server/baseappmgr/baseappmgr.cpp,443,gb18030,// 里不进行设置将是一个相互等待的状态,
kbe/src/server/baseappmgr/baseappmgr.cpp,474,gb18030,// 此时肯定是在运行状态中，但有可能在等待创建space,
kbe/src/server/baseappmgr/baseappmgr.cpp,475,gb18030,"// 所以初始化进度没有完成, 在只有一个baseapp的情况下如果这",
kbe/src/server/baseappmgr/baseappmgr.cpp,476,gb18030,// 里不进行设置将是一个相互等待的状态,
kbe/src/server/baseappmgr/baseappmgr.cpp,515,gb18030,// 预先将实体数量增加,
kbe/src/server/baseappmgr/baseappmgr.cpp,529,gb18030,// 此时肯定是在运行状态中，但有可能在等待创建space,
kbe/src/server/baseappmgr/baseappmgr.cpp,530,gb18030,"// 所以初始化进度没有完成, 在只有一个baseapp的情况下如果这",
kbe/src/server/baseappmgr/baseappmgr.cpp,531,gb18030,// 里不进行设置将是一个相互等待的状态,
kbe/src/server/baseappmgr/baseappmgr.cpp,570,gb18030,// 预先将实体数量增加,
kbe/src/server/baseappmgr/baseappmgr.cpp,656,gb18030,// 预先将实体数量增加,
kbe/src/server/baseappmgr/baseappmgr.h,42,gb18030,/* 初始化相关接口 */,
kbe/src/server/baseappmgr/baseappmgr.h,51,gb18030,"/** 网络接口
		baseapp::createEntityAnywhere查询当前最好的组件ID
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,56,gb18030,"/** 网络接口
		收到baseapp::createEntityAnywhere请求在某个空闲的baseapp上创建一个baseEntity
		@param sp: 这个数据包中存储的是 entityType	: entity的类别， entities.xml中的定义的。
										strInitData	: 这个entity被创建后应该给他初始化的一些数据， 
													  需要使用pickle.loads解包.
										componentID	: 请求创建entity的baseapp的组件ID
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,65,gb18030,"/** 网络接口
	收到baseapp::createEntityRemotely请求在某个空闲的baseapp上创建一个baseEntity
	@param sp: 这个数据包中存储的是 entityType	: entity的类别， entities.xml中的定义的。
	strInitData	: 这个entity被创建后应该给他初始化的一些数据，
	需要使用pickle.loads解包.
	componentID	: 请求创建entity的baseapp的组件ID
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,74,gb18030,"/** 网络接口
		收到baseapp::createEntityAnywhereFromDBID请求在某个空闲的baseapp上创建一个baseEntity
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,79,gb18030,"/** 网络接口
		收到baseapp::createEntityRemotelyFromDBID请求在某个空闲的baseapp上创建一个baseEntity
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,84,gb18030,"/** 网络接口
		消息转发， 由某个app想通过本app将消息转发给某个app。
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,89,gb18030,"/** 网络接口
		一个新登录的账号获得合法登入baseapp的权利， 现在需要将账号注册给baseapp
		使其允许在此baseapp上登录。
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,95,gb18030,"/** 网络接口
		一个新登录的账号获得合法登入baseapp的权利， 现在需要将账号注册给指定的baseapp
		使其允许在此baseapp上登录。
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,101,gb18030,"/** 网络接口
		baseapp将自己的地址发送给loginapp并转发给客户端。
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,108,gb18030,"/** 网络接口
		更新baseapp情况。
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,114,gb18030,"/** 网络接口
		baseapp同步自己的初始化信息
		startGlobalOrder: 全局启动顺序 包括各种不同组件
		startGroupOrder: 组内启动顺序， 比如在所有baseapp中第几个启动。
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,121,gb18030,"/** 
		将分配的baseapp地址发送给loginapp并转发给客户端。
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,135,gb18030,"/** 网络接口
		查询所有相关进程负载信息
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,140,gb18030,"/** 网络接口
		baseapp请求绑定email（返回时需要找到loginapp的地址）
	*/",
kbe/src/server/baseappmgr/baseappmgr.h,146,gb18030,"/** 网络接口
		请求绑定email, loginapp返回需要找到loginapp的地址
	*/",
kbe/src/server/baseappmgr/baseappmgr_interface.h,28,gb18030,"/**
	BASEAPPMGR所有消息接口在此定义
*/",
kbe/src/server/baseappmgr/baseappmgr_interface.h,32,gb18030,// 某app注册自己的接口地址到本app,
kbe/src/server/baseappmgr/baseappmgr_interface.h,46,gb18030,// 某app主动请求look。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,49,gb18030,// 某个app请求查看该app负载状态。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,52,gb18030,// 某个app向本app告知处于活动状态。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,57,gb18030,// baseEntity请求创建在一个新的space中。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,60,gb18030,// baseEntity请求创建在一个新的space中。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,63,gb18030,// baseEntity请求创建在一个新的space中，查询当前最好的组件ID,
kbe/src/server/baseappmgr/baseappmgr_interface.h,66,gb18030,// baseEntity请求创建在一个新的space中。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,69,gb18030,// baseEntity请求创建在一个新的space中。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,72,gb18030,// 消息转发， 由某个app想通过本app将消息转发给某个app。	,
kbe/src/server/baseappmgr/baseappmgr_interface.h,75,gb18030,// 某个app向本app告知处于活动状态。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,78,gb18030,// 获取到baseapp的地址。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,86,gb18030,// 一个新登录的账号获得合法登入baseapp的权利， 现在需要将账号注册给指定的baseapp,
kbe/src/server/baseappmgr/baseappmgr_interface.h,87,gb18030,// 使其允许在此baseapp上登录。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,90,gb18030,// 请求关闭服务器,
kbe/src/server/baseappmgr/baseappmgr_interface.h,93,gb18030,// 更新baseapp信息。,
kbe/src/server/baseappmgr/baseappmgr_interface.h,101,gb18030,// 请求查询watcher数据,
kbe/src/server/baseappmgr/baseappmgr_interface.h,104,gb18030,// baseapp同步自己的初始化信息,
kbe/src/server/baseappmgr/baseappmgr_interface.h,109,gb18030,// 开始profile,
kbe/src/server/baseappmgr/baseappmgr_interface.h,112,gb18030,// 请求强制杀死当前app,
kbe/src/server/baseappmgr/baseappmgr_interface.h,115,gb18030,// 查询所有相关进程负载信息,
kbe/src/server/baseappmgr/baseappmgr_interface.h,118,gb18030,// baseapp请求绑定email（返回时需要找到loginapp的地址）,
kbe/src/server/baseappmgr/baseappmgr_interface.h,127,gb18030,// baseapp请求绑定email（返回时需要找到loginapp的地址）,
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,22,gb18030,"/**
	Baseappmgr消息宏，  参数为流， 需要自己解开
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,63,gb18030,"/**
	Baseappmgr消息宏，  只有零个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,104,gb18030,"/**
	Baseappmgr消息宏，  只有一个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,147,gb18030,"/**
	Baseappmgr消息宏，  只有二个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,199,gb18030,"/**
	Baseappmgr消息宏，  只有三个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,259,gb18030,"/**
	Baseappmgr消息宏，  只有四个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,327,gb18030,"/**
	Baseappmgr消息宏，  只有五个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,404,gb18030,"/**
	Baseappmgr消息宏，  只有六个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,489,gb18030,"/**
	Baseappmgr消息宏，  只有七个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,583,gb18030,"/**
	Baseappmgr消息宏，  只有八个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,684,gb18030,"/**
	Baseappmgr消息宏，  只有九个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,793,gb18030,"/**
	Baseappmgr消息宏，  只有十个参数的消息
*/",
kbe/src/server/baseappmgr/baseappmgr_interface_macros.h,912,gb18030,"/**
	Baseappmgr消息宏，  只有十一个参数的消息
*/",
kbe/src/server/cellapp/all_clients.cpp,175,gb18030,"// 是否是组件方法调用
",
kbe/src/server/cellapp/all_clients.h,41,gb18030,/** 子类化 将一些py操作填充进派生类 */,
kbe/src/server/cellapp/all_clients.h,48,gb18030,"/**
	脚本请求获取属性或者方法
	*/",
kbe/src/server/cellapp/all_clients.h,53,gb18030,"/**
	获得对象的描述
	*/",
kbe/src/server/cellapp/all_clients.h,70,gb18030,/** 子类化 将一些py操作填充进派生类 */,
kbe/src/server/cellapp/all_clients.h,79,gb18030,"/** 
		脚本请求获取属性或者方法 
	*/",
kbe/src/server/cellapp/all_clients.h,84,gb18030,"/** 
		获得对象的描述 
	*/",
kbe/src/server/cellapp/all_clients.h,92,gb18030,"/** 
		获取entityID 
	*/",
kbe/src/server/cellapp/all_clients.h,108,gb18030,// 该entity所使用的脚本模块对象,
kbe/src/server/cellapp/all_clients.h,112,gb18030,// 是否只是其他客户端， 不包括自己,
kbe/src/server/cellapp/cellapp.cpp,132,gb18030,"// 如果count等于perSecsDestroyEntitySize说明上面已经没有可处理的东西了
",
kbe/src/server/cellapp/cellapp.cpp,133,gb18030,"// 剩下的应该都是space，可以开始销毁了
",
kbe/src/server/cellapp/cellapp.cpp,160,gb18030,"// 将app标记注册到脚本
",
kbe/src/server/cellapp/cellapp.cpp,171,gb18030,"// 注册创建entity的方法到py
",
kbe/src/server/cellapp/cellapp.cpp,197,gb18030,"// 添加globalData, cellAppData支持
",
kbe/src/server/cellapp/cellapp.cpp,255,gb18030,"// 一定要在最前面
",
kbe/src/server/cellapp/cellapp.cpp,273,gb18030,"// 如果需要pyprofile则在此处安装
",
kbe/src/server/cellapp/cellapp.cpp,274,gb18030,"// 结束时卸载并输出结果
",
kbe/src/server/cellapp/cellapp.cpp,282,gb18030,"// 是否管理Y轴
",
kbe/src/server/cellapp/cellapp.cpp,508,gb18030,"// 创建entity
",
kbe/src/server/cellapp/cellapp.cpp,520,gb18030,"// 添加到space
",
kbe/src/server/cellapp/cellapp.cpp,523,gb18030,"// 有可能在addEntityAndEnterWorld中被销毁了
",
kbe/src/server/cellapp/cellapp.cpp,524,gb18030,"// 这里需要让实体返回给脚本，只不过实体为isDestroyed = true状态
",
kbe/src/server/cellapp/cellapp.cpp,802,gb18030,"// 再次同步自己的新信息(startGlobalOrder, startGroupOrder等)到machine
",
kbe/src/server/cellapp/cellapp.cpp,805,gb18030,"// 这里需要更新一下python的环境变量
",
kbe/src/server/cellapp/cellapp.cpp,843,gb18030,"// 通知脚本
",
kbe/src/server/cellapp/cellapp.cpp,863,gb18030,"// 通知脚本
",
kbe/src/server/cellapp/cellapp.cpp,895,gb18030,"// 创建entity
",
kbe/src/server/cellapp/cellapp.cpp,904,gb18030,"/* 目前来说除非内存或者系统问题，否则不会出现这个错误
			Network::Bundle* pBundle = Network::Bundle::createPoolObject(OBJECTPOOL_POINT);
			pBundle->newMessage(BaseappInterface::onCreateCellFailure);
			BaseappInterface::onCreateCellFailureArgs1::staticAddToBundle(*pBundle, entitycallEntityID);
			cinfos->pChannel->send(pBundle);
			*/",
kbe/src/server/cellapp/cellapp.cpp,915,gb18030,"// 设置entity的baseEntityCall
",
kbe/src/server/cellapp/cellapp.cpp,926,gb18030,"// Py_INCREF(clientEntityCall); 这里不需要增加引用， 因为每次都会产生一个新的对象
",
kbe/src/server/cellapp/cellapp.cpp,928,gb18030,"// 为了能够让entity.__init__中能够修改属性立刻能广播到客户端我们需要提前设置这些
",
kbe/src/server/cellapp/cellapp.cpp,933,gb18030,"// 此处baseapp可能还有没初始化过来， 所以有一定概率是为None的
",
kbe/src/server/cellapp/cellapp.cpp,963,gb18030,"// 添加到space
",
kbe/src/server/cellapp/cellapp.cpp,1008,gb18030,"// 创建entity
",
kbe/src/server/cellapp/cellapp.cpp,1019,gb18030,"// 设置entity的baseEntityCall
",
kbe/src/server/cellapp/cellapp.cpp,1030,gb18030,"// Py_INCREF(clientEntityCall); 这里不需要增加引用， 因为每次都会产生一个新的对象
",
kbe/src/server/cellapp/cellapp.cpp,1032,gb18030,"// 为了能够让entity.__init__中能够修改属性立刻能广播到客户端我们需要提前设置这些
",
kbe/src/server/cellapp/cellapp.cpp,1037,gb18030,"// 此处baseapp可能还有没初始化过来， 所以有一定概率是为None的
",
kbe/src/server/cellapp/cellapp.cpp,1066,gb18030,"// 添加到space
",
kbe/src/server/cellapp/cellapp.cpp,1117,gb18030,"// 此处baseapp可能还有没初始化过来， 所以有一定概率是为None的
",
kbe/src/server/cellapp/cellapp.cpp,1150,gb18030,"// 注意：此处理论不会找不到组件， 因为onCreateCellEntityFromBaseapp中已经进行过一次消息缓存判断
",
kbe/src/server/cellapp/cellapp.cpp,1156,gb18030,"// 可能spaceEntity已经销毁了， 但还未来得及通知到baseapp时
",
kbe/src/server/cellapp/cellapp.cpp,1157,gb18030,"// base部分在向这个space创建entity
",
kbe/src/server/cellapp/cellapp.cpp,1177,gb18030,"// 告知baseapp， entity的cell创建了
",
kbe/src/server/cellapp/cellapp.cpp,1183,gb18030,"// 解包cellData信息.
",
kbe/src/server/cellapp/cellapp.cpp,1186,gb18030,"// 创建entity
",
kbe/src/server/cellapp/cellapp.cpp,1195,gb18030,"// 设置entity的baseEntityCall
",
kbe/src/server/cellapp/cellapp.cpp,1216,gb18030,"// Py_INCREF(clientEntityCall); 这里不需要增加引用， 因为每次都会产生一个新的对象
",
kbe/src/server/cellapp/cellapp.cpp,1218,gb18030,"// 为了能够让entity.__init__中能够修改属性立刻能广播到客户端我们需要提前设置这些
",
kbe/src/server/cellapp/cellapp.cpp,1236,gb18030,"// 这里增加一个引用， 因为可能在进入时被销毁
",
kbe/src/server/cellapp/cellapp.cpp,1246,gb18030,"// 如果是有client的entity则设置它的cliententitycall, baseapp部分的onEntityGetCell会告知客户端enterworld.
",
kbe/src/server/cellapp/cellapp.cpp,1279,gb18030,"// 需要做中转
",
kbe/src/server/cellapp/cellapp.cpp,1310,gb18030,"// 在本地区尝试查找该收件人信息， 看收件人是否属于本区域
",
kbe/src/server/cellapp/cellapp.cpp,1337,gb18030,"// 本组件是cellapp，那么确认邮件的目的地是这里， 那么执行最终操作
",
kbe/src/server/cellapp/cellapp.cpp,1433,gb18030,"// 这个方法呼叫如果不是这个proxy自己的方法则必须呼叫的entity和proxy的cellEntity在一个space中。
",
kbe/src/server/cellapp/cellapp.cpp,1438,gb18030,"// 需要做中转
",
kbe/src/server/cellapp/cellapp.cpp,1486,gb18030,"// 如果是被系统控制了，又或被别人控制了，则忽略来自自己客户端的更新消息
",
kbe/src/server/cellapp/cellapp.cpp,1489,gb18030,"// phw: 经测试发现，由于controlledBy改变时通知客户端存在一定的时间差，
",
kbe/src/server/cellapp/cellapp.cpp,1490,gb18030,"//      所以客户端收到消息前仍然发送位移消息，这使得下面的错误日志变得有点多，
",
kbe/src/server/cellapp/cellapp.cpp,1491,gb18030,"//      因此注释掉这个日志，以减少不必要的日志输出。
",
kbe/src/server/cellapp/cellapp.cpp,1534,gb18030,"// phw: 经测试发现，由于controlledBy改变时通知客户端存在一定的时间差，
",
kbe/src/server/cellapp/cellapp.cpp,1535,gb18030,"//      所以客户端收到消息前仍然发送位移消息，这使得下面的错误日志变得有点多，
",
kbe/src/server/cellapp/cellapp.cpp,1536,gb18030,"//      因此注释掉这个日志，以减少不必要的日志输出。
",
kbe/src/server/cellapp/cellapp.cpp,1687,gb18030,"// 需要做中转
",
kbe/src/server/cellapp/cellapp.cpp,1701,gb18030,"// 检查是否是entity消息， 否则不合法.
",
kbe/src/server/cellapp/cellapp.cpp,1743,gb18030,"// 临时设置有效读取位， 防止接口中溢出操作
",
kbe/src/server/cellapp/cellapp.cpp,1761,gb18030,"// 防止handle中没有将数据导出获取非法操作
",
kbe/src/server/cellapp/cellapp.cpp,1938,gb18030,"// 创建entity
",
kbe/src/server/cellapp/cellapp.cpp,1960,gb18030,"// 有可能序列化过来的ghost内容包含移动控制器，之所以序列化过来是为了
",
kbe/src/server/cellapp/cellapp.cpp,1961,gb18030,"// 在传送失败时可以用于恢复现场, 那么传送成功了我们应该停止以前的移动行为
",
kbe/src/server/cellapp/cellapp.cpp,1964,gb18030,"// 对于传送操作来说，实体传送过来就不会有ghost部分了
",
kbe/src/server/cellapp/cellapp.cpp,1965,gb18030,"// 当前实体做出的任何改变不需要同步到原有cell，这可能会产生网络消息死循环
",
kbe/src/server/cellapp/cellapp.cpp,1976,gb18030,"// 如果是有base的实体，需要将baseappID填入，以便在reqTeleportToCellAppCB中回调给baseapp传输结束状态
",
kbe/src/server/cellapp/cellapp.cpp,1979,gb18030,"// 向baseapp发送传送到达通知
",
kbe/src/server/cellapp/cellapp.cpp,1987,gb18030,"// 进入新space之前必须通知客户端leaveSpace
",
kbe/src/server/cellapp/cellapp.cpp,1998,gb18030,"// 进入新的space中
",
kbe/src/server/cellapp/cellapp.cpp,2027,gb18030,"// 正常情况下， 应该传送结果返回时传送前的实体应该在当前cell上， 如果到其他cellapp上了， 说明在此期间被迁移走了
",
kbe/src/server/cellapp/cellapp.cpp,2028,gb18030,"// 此时被迁移很可能会有问题
",
kbe/src/server/cellapp/cellapp.cpp,2035,gb18030,"// 传送成功，我们销毁这个entity
",
kbe/src/server/cellapp/cellapp.cpp,2042,gb18030,"// 实体可能没有base部分，那么不需要通知baseapp
",
kbe/src/server/cellapp/cellapp.cpp,2061,gb18030,"// 某些情况下实体可能此时找不到了，例如：副本销毁了
",
kbe/src/server/cellapp/cellapp.cpp,2072,gb18030,"// 传送失败了，我们需要重恢复entity
",
kbe/src/server/cellapp/cellapp.cpp,2101,gb18030,"// 某些情况下实体可能此时找不到了，例如：副本销毁了
",
kbe/src/server/cellapp/cellapp.cpp,2267,gb18030,"// 如果为0，则查看所有cell
",
kbe/src/server/cellapp/cellapp.h,45,gb18030,"/**  
		相关处理接口 
	*/",
kbe/src/server/cellapp/cellapp.h,51,gb18030,"/**  
		初始化相关接口 
	*/",
kbe/src/server/cellapp/cellapp.h,66,gb18030,"/**  网络接口
		dbmgr告知已经启动的其他baseapp或者cellapp的地址
		当前app需要主动的去与他们建立连接
	*/",
kbe/src/server/cellapp/cellapp.h,76,gb18030,"/**
		创建了一个entity回调
	*/",
kbe/src/server/cellapp/cellapp.h,81,gb18030,"/**  
		创建一个entity 
	*/",
kbe/src/server/cellapp/cellapp.h,86,gb18030,"/** 
		向dbmgr请求执行一个数据库命令
	*/",
kbe/src/server/cellapp/cellapp.h,93,gb18030,"/** 网络接口
		dbmgr发送初始信息
		startID: 初始分配ENTITY_ID 段起始位置
		endID: 初始分配ENTITY_ID 段结束位置
		startGlobalOrder: 全局启动顺序 包括各种不同组件
		startGroupOrder: 组内启动顺序， 比如在所有baseapp中第几个启动。
		machineGroupOrder: 在machine中真实的组顺序, 提供底层在某些时候判断是否为第一个cellapp时使用
	*/",
kbe/src/server/cellapp/cellapp.h,105,gb18030,"/** 网络接口
		dbmgr广播global数据的改变
	*/",
kbe/src/server/cellapp/cellapp.h,110,gb18030,"/** 网络接口
		baseEntity请求创建在一个新的space中
	*/",
kbe/src/server/cellapp/cellapp.h,115,gb18030,"/** 网络接口
		baseEntity请求创建在一个新的space中
	*/",
kbe/src/server/cellapp/cellapp.h,120,gb18030,"/** 网络接口
	工具请求改变space查看器（含添加和删除功能）
	如果是请求更新并且服务器上不存在该地址的查看器则自动创建，如果是删除则明确给出删除要求
	*/",
kbe/src/server/cellapp/cellapp.h,126,gb18030,"/** 网络接口
		其他APP请求在此灾难恢复
	*/",
kbe/src/server/cellapp/cellapp.h,131,gb18030,"/** 网络接口
		baseapp请求在这个cellapp上创建一个entity
	*/",
kbe/src/server/cellapp/cellapp.h,138,gb18030,"/** 网络接口
		销毁某个cellEntity
	*/",
kbe/src/server/cellapp/cellapp.h,143,gb18030,"/** 网络接口
		entity收到远程call请求, 由某个app上的entitycall发起
	*/",
kbe/src/server/cellapp/cellapp.h,148,gb18030,"/** 网络接口
		client访问entity的cell方法由baseapp转发
	*/",
kbe/src/server/cellapp/cellapp.h,153,gb18030,"/** 网络接口
		client更新数据
	*/",
kbe/src/server/cellapp/cellapp.h,159,gb18030,"/** 网络接口
		real请求更新属性到ghost
	*/",
kbe/src/server/cellapp/cellapp.h,164,gb18030,"/** 网络接口
		ghost请求调用def方法real
	*/",
kbe/src/server/cellapp/cellapp.h,169,gb18030,"/** 网络接口
		real请求更新属性到ghost
	*/",
kbe/src/server/cellapp/cellapp.h,174,gb18030,"/** 网络接口
		base请求获取celldata
	*/",
kbe/src/server/cellapp/cellapp.h,179,gb18030,"/** 网络接口
		base请求获取WriteToDB
	*/",
kbe/src/server/cellapp/cellapp.h,184,gb18030,"/** 网络接口
		客户端直接发送消息给cell实体
	*/",
kbe/src/server/cellapp/cellapp.h,189,gb18030,"/** 网络接口
		请求设置flags
	*/",
kbe/src/server/cellapp/cellapp.h,194,gb18030,"/**
		获取游戏时间
	*/",
kbe/src/server/cellapp/cellapp.h,199,gb18030,"/**
		添加与删除一个Updatable对象
	*/",
kbe/src/server/cellapp/cellapp.h,210,gb18030,"/** 网络接口
		某个app请求查看该app
	*/",
kbe/src/server/cellapp/cellapp.h,215,gb18030,"/**
		重新导入所有的脚本
	*/",
kbe/src/server/cellapp/cellapp.h,222,gb18030,"/**
		获取进程是否正在关闭中
	*/",
kbe/src/server/cellapp/cellapp.h,227,gb18030,"/**
		获取进程内部网络地址
	*/",
kbe/src/server/cellapp/cellapp.h,234,gb18030,"/**
		网络接口
		另一个cellapp的entity要teleport到本cellapp上的space中
	*/",
kbe/src/server/cellapp/cellapp.h,242,gb18030,"/**
		获取和设置ghost管理器
	*/",
kbe/src/server/cellapp/cellapp.h,250,gb18030,"/** 
		射线 
	*/",
kbe/src/server/cellapp/cellapp.h,269,gb18030,"// 所有的cell
",
kbe/src/server/cellapp/cellapp.h,278,gb18030,"// APP的标志
",
kbe/src/server/cellapp/cellapp.h,281,gb18030,"// 通过工具查看space
",
kbe/src/server/cellapp/cellapp_interface.h,28,gb18030,"/**
	cellapp所有消息接口在此定义
*/",
kbe/src/server/cellapp/cellapp_interface.h,32,gb18030,// 某app注册自己的接口地址到本app,
kbe/src/server/cellapp/cellapp_interface.h,46,gb18030,// 某app主动请求look。,
kbe/src/server/cellapp/cellapp_interface.h,49,gb18030,// 某个app请求查看该app负载状态。,
kbe/src/server/cellapp/cellapp_interface.h,52,gb18030,// console远程执行python语句。,
kbe/src/server/cellapp/cellapp_interface.h,55,gb18030,// dbmgr告知已经启动的其他baseapp或者cellapp的地址,
kbe/src/server/cellapp/cellapp_interface.h,56,gb18030,// 当前app需要主动的去与他们建立连接,
kbe/src/server/cellapp/cellapp_interface.h,70,gb18030,// 某app请求获取一个entityID段的回调,
kbe/src/server/cellapp/cellapp_interface.h,75,gb18030,// 某app请求获取一个entityID段的回调,
kbe/src/server/cellapp/cellapp_interface.h,84,gb18030,// global数据改变,
kbe/src/server/cellapp/cellapp_interface.h,88,gb18030,// baseEntity请求创建在一个新的space中。,
kbe/src/server/cellapp/cellapp_interface.h,91,gb18030,// baseEntity请求恢复在一个新的space中。,
kbe/src/server/cellapp/cellapp_interface.h,94,gb18030,// 其他APP请求在此灾难恢复。,
kbe/src/server/cellapp/cellapp_interface.h,97,gb18030,// baseapp请求在这个cellapp上创建一个entity。,
kbe/src/server/cellapp/cellapp_interface.h,100,gb18030,// 销毁某个cellEntity。,
kbe/src/server/cellapp/cellapp_interface.h,104,gb18030,// 某个app向本app告知处于活动状态。,
kbe/src/server/cellapp/cellapp_interface.h,109,gb18030,"// entity收到远程call请求, 由某个app上的entitycall发起",
kbe/src/server/cellapp/cellapp_interface.h,112,gb18030,// client访问entity的cell方法,
kbe/src/server/cellapp/cellapp_interface.h,115,gb18030,// client更新数据,
kbe/src/server/cellapp/cellapp_interface.h,119,gb18030,// executeRawDatabaseCommand从dbmgr的回调,
kbe/src/server/cellapp/cellapp_interface.h,122,gb18030,// base请求获取celldata,
kbe/src/server/cellapp/cellapp_interface.h,125,gb18030,// base请求获取WriteToDB,
kbe/src/server/cellapp/cellapp_interface.h,128,gb18030,// 客户端直接发送消息给cell实体,
kbe/src/server/cellapp/cellapp_interface.h,131,gb18030,// 请求关闭服务器,
kbe/src/server/cellapp/cellapp_interface.h,134,gb18030,// 请求查询watcher数据,
kbe/src/server/cellapp/cellapp_interface.h,137,gb18030,// 开始profile,
kbe/src/server/cellapp/cellapp_interface.h,140,gb18030,// 请求teleport到当前cellapp上,
kbe/src/server/cellapp/cellapp_interface.h,143,gb18030,// entity传送到目的cellapp上的space之后， 返回给之前cellapp的回调,
kbe/src/server/cellapp/cellapp_interface.h,146,gb18030,// 当跨cellapp传送后需要baseapp设置完成状态再清除cellapp记录的标记，此后cellapp才可以继续teleport,
kbe/src/server/cellapp/cellapp_interface.h,149,gb18030,// real请求更新属性到ghost,
kbe/src/server/cellapp/cellapp_interface.h,152,gb18030,// ghost请求调用def方法real,
kbe/src/server/cellapp/cellapp_interface.h,155,gb18030,// real请求更新易变数据到ghost,
kbe/src/server/cellapp/cellapp_interface.h,158,gb18030,// 请求强制杀死当前app,
kbe/src/server/cellapp/cellapp_interface.h,161,gb18030,// 请求设置flags,
kbe/src/server/cellapp/cellapp_interface.h,164,gb18030,// 工具请求改变space查看器（含添加和删除功能）,
kbe/src/server/cellapp/cellapp_interface.h,168,gb18030,//远程呼叫entity方法,
kbe/src/server/cellapp/cellapp_interface.h,171,gb18030,//客户端设置新位置,
kbe/src/server/cellapp/cellapp_interface.h,176,gb18030,//客户端设置新位置,
kbe/src/server/cellapp/cellapp_interface.h,182,gb18030,//客户端设置新位置,
kbe/src/server/cellapp/cellapp_interface.h,187,gb18030,//客户端设置新位置,
kbe/src/server/cellapp/cellapp_interface.h,193,gb18030,//entity绑定了一个观察者(客户端),
kbe/src/server/cellapp/cellapp_interface.h,196,gb18030,//entity丢失了一个观察者(客户端),
kbe/src/server/cellapp/cellapp_interface_macros.h,60,gb18030,"/**
	Cellapp消息宏，  只有零个参数的消息
*/",
